subject_number,condition,group,time_f1,time_f2,time_f3,time_f4,time_f5,time_f6,time_f7,time_f8,time_f9,time_f10,time_f11,time_f12,time_f13,time_f14,time_f15,time_f16,time_f17,time_f18,time_f19,time_f20,time_f21,time_f22,time_f23,time_f24,time_f25,time_f26,time_f27,time_f28,time_f29,time_f30,time_f31,time_f32,time_f33,time_f34,time_f35,time_f36,time_f37,time_f38,time_f39,time_f40,time_f41,time_f42,time_f43,time_f44,time_f45,time_f46,time_f47,time_f48,time_f49,time_f50,time_f51,time_f52,time_f53,time_f54,time_f55,time_f56,freq_f1,freq_f2,freq_f3,freq_f4,freq_f5,freq_f6,freq_f7,freq_f8,freq_f9,freq_f10,freq_f11,freq_f12,freq_f13,freq_f14,freq_f15,freq_f16,freq_f17,freq_f18,freq_f19,freq_f20,freq_f21,freq_f22,freq_f23,freq_f24,freq_f25,freq_f26,freq_f27,freq_f28,freq_f29,freq_f30,freq_f31,freq_f32,freq_f33,freq_f34,freq_f35,freq_f36,freq_f37,freq_f38,freq_f39,freq_f40,freq_f41,freq_f42,freq_f43,freq_f44,freq_f45,freq_f46,freq_f47,freq_f48,msc_f1,msc_f2,msc_f3,msc_f4,msc_f5,msc_f6,msc_f7,msc_f8,msc_f9,msc_f10,msc_f11,msc_f12,msc_f13,msc_f14,msc_f15,msc_f16,msc_f17,msc_f18,msc_f19,msc_f20,msc_f21,msc_f22,msc_f23,msc_f24,msc_f25,msc_f26,msc_f27,msc_f28
3,Curv_CCW,1,0.00869,0.01095,0.00012,0.11983,0.494,0.664,12.30371,0.00875,0.01094,0.00012,0.11979,0.521,0.671,12.65153,0.00879,0.0109,0.00012,0.11882,0.511,0.656,12.22069,0.00885,0.01116,0.00012,0.12454,0.511,0.675,12.6971,0.00888,0.01108,0.00012,0.12287,0.498,0.671,12.56082,0.00867,0.0109,0.00012,0.11872,0.515,0.663,12.56821,0.00891,0.01122,0.00013,0.12595,0.492,0.65,12.84279,0.00913,0.01133,0.00013,0.12844,0.543,0.678,13.45649,250.94874,250.0,261.71875,0.0,3e-05,0.06971,256.54859,269.53125,343.75,0.0,3e-05,0.07912,250.65221,253.90625,273.4375,0.0,3e-05,0.08459,254.07798,257.8125,207.03125,0.0,3e-05,0.0741,250.69026,250.0,472.65625,0.0,3e-05,0.06916,261.90404,269.53125,363.28125,0.0,3e-05,0.06567,249.24525,257.8125,292.96875,0.0,3e-05,0.08321,262.75467,269.53125,39.0625,0.0,3e-05,0.09932,0.3287,0.33788,0.31477,0.33827,0.30866,0.35274,0.3414,0.35426,0.35092,0.33147,0.31634,0.32013,0.32394,0.35044,0.34363,0.34372,0.35373,0.33986,0.31846,0.34904,0.32491,0.32741,0.3283,0.35104,0.36429,0.29941,0.3399,0.32301
3,Curv_CCW,1,0.00892,0.01119,0.00013,0.12531,0.478,0.657,12.59249,0.00885,0.01111,0.00012,0.12337,0.508,0.655,12.62878,0.00881,0.01091,0.00012,0.11899,0.49,0.677,12.16085,0.00895,0.01128,0.00013,0.12716,0.517,0.66,12.76739,0.00853,0.01076,0.00012,0.11588,0.487,0.648,11.9184,0.00893,0.01114,0.00012,0.12401,0.501,0.659,12.6722,0.00883,0.01111,0.00012,0.12342,0.447,0.644,12.2175,0.0091,0.01131,0.00013,0.12785,0.507,0.668,12.90533,254.85103,250.0,289.0625,0.0,3e-05,0.07185,255.94913,253.90625,140.625,0.0,3e-05,0.04823,243.80653,238.28125,62.5,0.0,3e-05,0.09886,258.90631,246.09375,70.3125,0.0,3e-05,0.0704,254.82268,257.8125,332.03125,0.0,3e-05,0.06719,261.48707,269.53125,363.28125,0.0,3e-05,0.06208,244.51659,238.28125,132.8125,0.0,3e-05,0.07762,253.81465,253.90625,144.53125,0.0,3e-05,0.08379,0.35984,0.34036,0.33638,0.34808,0.32513,0.34225,0.33356,0.32566,0.34187,0.34464,0.34936,0.32384,0.38197,0.3396,0.30813,0.36765,0.36033,0.34472,0.33696,0.35392,0.34565,0.34182,0.36034,0.35539,0.33681,0.34232,0.363,0.33091
3,Curv_CCW,1,0.00869,0.011,0.00012,0.12109,0.483,0.67,12.2622,0.00888,0.01114,0.00012,0.12399,0.491,0.655,12.45535,0.00853,0.01058,0.00011,0.112,0.489,0.682,12.01283,0.00868,0.01095,0.00012,0.11981,0.511,0.657,12.4279,0.00845,0.01069,0.00011,0.11428,0.504,0.655,11.81902,0.009,0.01108,0.00012,0.12273,0.497,0.662,12.33732,0.00837,0.01063,0.00011,0.1129,0.463,0.657,11.50846,0.00913,0.01141,0.00013,0.13029,0.495,0.671,13.01703,254.58529,250.0,414.0625,0.0,3e-05,0.07965,249.27193,250.0,285.15625,0.0,3e-05,0.08167,253.33528,257.8125,363.28125,0.0,3e-05,0.09209,259.84678,261.71875,312.5,0.0,3e-05,0.06207,254.76345,261.71875,140.625,0.0,3e-05,0.07138,247.02109,242.1875,156.25,0.0,3e-05,0.07812,237.09433,226.5625,132.8125,0.0,3e-05,0.08402,256.60321,257.8125,132.8125,0.0,3e-05,0.07321,0.3366,0.31859,0.32684,0.33741,0.31747,0.30177,0.33266,0.36244,0.31974,0.3544,0.31899,0.37408,0.36439,0.34115,0.35039,0.36523,0.33168,0.3549,0.32711,0.35514,0.34804,0.33028,0.30562,0.33349,0.35507,0.34841,0.34366,0.34066
3,Curv_CCW,1,0.00874,0.01095,0.00012,0.11999,0.517,0.668,12.48102,0.00901,0.01131,0.00013,0.128,0.497,0.671,12.84669,0.00882,0.01093,0.00012,0.11947,0.497,0.669,12.40214,0.00883,0.01109,0.00012,0.12298,0.487,0.671,12.51041,0.00863,0.01094,0.00012,0.11967,0.496,0.657,12.24647,0.00871,0.01076,0.00012,0.11569,0.505,0.69,12.26619,0.00831,0.01055,0.00011,0.11137,0.505,0.661,11.76664,0.00868,0.01102,0.00012,0.12147,0.498,0.671,12.54003,253.2109,257.8125,414.0625,0.0,3e-05,0.0782,253.91235,250.0,7.8125,0.0,3e-05,0.08284,251.89683,261.71875,261.71875,0.0,3e-05,0.07188,249.30537,250.0,121.09375,0.0,3e-05,0.06635,249.16834,246.09375,70.3125,0.0,3e-05,0.06225,253.18015,250.0,406.25,0.0,3e-05,0.09757,246.62145,246.09375,218.75,0.0,3e-05,0.07957,257.02111,257.8125,292.96875,0.0,3e-05,0.04896,0.33369,0.31394,0.36881,0.36329,0.31849,0.3342,0.3218,0.34553,0.36155,0.37085,0.35721,0.38559,0.32332,0.3249,0.33929,0.34921,0.35376,0.32639,0.33711,0.31078,0.33944,0.34981,0.35108,0.35188,0.35024,0.3565,0.32219,0.35675
3,Curv_CCW,1,0.00881,0.01093,0.00012,0.11955,0.554,0.671,12.71038,0.00886,0.01109,0.00012,0.12294,0.512,0.679,12.87499,0.00909,0.01136,0.00013,0.12902,0.505,0.653,12.82188,0.00901,0.01118,0.00012,0.12501,0.475,0.672,12.49684,0.00903,0.0114,0.00013,0.12988,0.492,0.667,12.97852,0.00889,0.01107,0.00012,0.12264,0.498,0.685,12.64996,0.00855,0.01076,0.00012,0.11574,0.505,0.658,12.24734,0.00847,0.01064,0.00011,0.11327,0.493,0.676,12.02181,259.99361,269.53125,156.25,0.0,3e-05,0.07589,247.27012,250.0,58.59375,0.0,3e-05,0.06587,257.82891,261.71875,261.71875,0.0,3e-05,0.06654,249.87947,246.09375,19.53125,0.0,3e-05,0.0972,257.5458,261.71875,66.40625,0.0,3e-05,0.08187,264.62643,265.625,468.75,0.0,3e-05,0.06163,250.28131,253.90625,335.9375,0.0,3e-05,0.07845,253.95742,253.90625,253.90625,0.0,3e-05,0.05824,0.34048,0.33973,0.3607,0.3403,0.30945,0.35295,0.34645,0.34737,0.34344,0.34793,0.32999,0.34796,0.34907,0.35796,0.36677,0.35798,0.32494,0.35689,0.36136,0.34588,0.33553,0.33915,0.36207,0.32868,0.31268,0.35032,0.35564,0.34303
3,Curv_CCW,1,0.00879,0.01106,0.00012,0.12229,0.54,0.679,12.69118,0.00837,0.01054,0.00011,0.11103,0.505,0.671,11.99041,0.00888,0.01117,0.00012,0.12475,0.512,0.654,12.78023,0.00881,0.01094,0.00012,0.11971,0.492,0.657,12.25144,0.009,0.01139,0.00013,0.12968,0.512,0.677,12.873,0.00893,0.01125,0.00013,0.12649,0.512,0.677,12.69362,0.00869,0.01099,0.00012,0.12088,0.491,0.673,12.40413,0.0088,0.011,0.00012,0.121,0.503,0.668,12.55764,255.84094,261.71875,156.25,0.0,3e-05,0.08533,252.67558,257.8125,320.3125,0.0,3e-05,0.06708,249.88667,261.71875,187.5,0.0,3e-05,0.10059,250.36422,250.0,332.03125,0.0,3e-05,0.09181,251.76996,253.90625,257.8125,0.0,3e-05,0.08461,248.42137,250.0,359.375,0.0,3e-05,0.04993,252.93949,246.09375,359.375,0.0,3e-05,0.07351,262.26275,273.4375,324.21875,0.0,3e-05,0.06436,0.33509,0.35527,0.34928,0.32967,0.33036,0.34152,0.34505,0.34156,0.35054,0.37627,0.34384,0.34126,0.39192,0.32183,0.33008,0.34405,0.3219,0.34666,0.35899,0.33183,0.35359,0.32279,0.34712,0.33983,0.35647,0.34388,0.34125,0.32926
3,Curv_CCW,1,0.00918,0.01153,0.00013,0.13288,0.509,0.686,13.26276,0.00832,0.01055,0.00011,0.11126,0.499,0.676,11.86958,0.00852,0.01073,0.00011,0.11503,0.503,0.662,12.10772,0.00896,0.01123,0.00013,0.12601,0.502,0.664,12.82378,0.00875,0.01095,0.00012,0.11984,0.523,0.673,12.55731,0.00861,0.01091,0.00012,0.11892,0.498,0.683,12.20715,0.00871,0.011,0.00012,0.12106,0.488,0.677,12.25472,0.00886,0.01117,0.00012,0.12481,0.499,0.648,12.52256,257.54525,246.09375,406.25,0.0,3e-05,0.07057,245.62617,238.28125,62.5,0.0,3e-05,0.06862,244.64747,253.90625,296.875,0.0,3e-05,0.10095,247.35911,250.0,195.3125,0.0,3e-05,0.08627,250.69857,253.90625,285.15625,0.0,3e-05,0.09252,260.34643,265.625,335.9375,0.0,3e-05,0.04288,245.43327,246.09375,19.53125,0.0,3e-05,0.09938,250.71122,261.71875,46.875,0.0,3e-05,0.08346,0.35098,0.34255,0.32439,0.33187,0.34306,0.37153,0.34481,0.32475,0.33898,0.36733,0.30555,0.36082,0.33377,0.32006,0.32619,0.36835,0.35875,0.35775,0.33798,0.32865,0.31684,0.32634,0.31942,0.34124,0.36513,0.31933,0.3705,0.33343
4,Curv_CCW,0,0.00824,0.01036,0.0001,0.10726,0.455,0.662,10.92591,0.00801,0.01019,0.0001,0.10375,0.482,0.668,11.09795,0.00812,0.01028,0.0001,0.10558,0.467,0.677,10.89851,0.00832,0.01042,0.0001,0.10862,0.462,0.674,11.00044,0.00804,0.01012,0.0001,0.10246,0.492,0.687,11.20619,0.00838,0.01053,0.00011,0.11097,0.48,0.682,11.63218,0.00804,0.01002,0.0001,0.1004,0.495,0.679,11.23315,0.00792,0.01005,9e-05,0.10098,0.459,0.659,10.82858,242.03305,234.375,121.09375,0.0,3e-05,0.09528,255.53057,253.90625,468.75,0.0,2e-05,0.07211,247.66698,242.1875,27.34375,0.0,3e-05,0.10988,251.22122,257.8125,113.28125,0.0,3e-05,0.08293,263.23858,273.4375,492.1875,0.0,2e-05,0.04007,262.53772,265.625,371.09375,0.0,3e-05,0.06079,271.51742,285.15625,402.34375,0.0,2e-05,0.05849,244.18093,242.1875,328.125,0.0,2e-05,0.0808,0.3462,0.33917,0.35076,0.34346,0.33549,0.30931,0.34042,0.35035,0.33179,0.31816,0.30439,0.33088,0.34478,0.34591,0.34858,0.32264,0.33481,0.35688,0.33353,0.31875,0.29299,0.3536,0.32736,0.31571,0.33605,0.34109,0.31966,0.36992
4,Curv_CCW,0,0.009,0.01142,0.0001,0.13039,0.402,0.651,10.9024,0.0086,0.01097,0.0001,0.1204,0.425,0.666,11.13312,0.009,0.01132,0.0001,0.12805,0.383,0.666,10.81343,0.00902,0.0111,0.0001,0.12328,0.41,0.665,10.87184,0.00887,0.01119,0.0001,0.12521,0.42,0.663,11.28267,0.00875,0.01099,0.0001,0.12082,0.443,0.659,10.97193,0.00864,0.01081,0.0001,0.11677,0.438,0.676,11.06166,0.00856,0.0108,0.0001,0.11659,0.423,0.651,10.74495,248.34339,250.0,347.65625,0.0,3e-05,0.07974,255.25491,246.09375,457.03125,0.0,2e-05,0.09238,239.4342,246.09375,70.3125,0.0,2e-05,0.08874,251.47477,250.0,140.625,0.0,2e-05,0.07575,267.79554,281.25,492.1875,0.0,2e-05,0.04695,251.54876,253.90625,253.90625,0.0,2e-05,0.07097,258.0092,273.4375,328.125,0.0,2e-05,0.10213,242.548,238.28125,113.28125,0.0,2e-05,0.07399,0.34356,0.32883,0.337,0.35862,0.35672,0.35133,0.36176,0.35616,0.33184,0.35566,0.32006,0.34524,0.34255,0.34609,0.33883,0.38194,0.3469,0.35736,0.35116,0.33101,0.32082,0.35776,0.33894,0.33155,0.37598,0.35937,0.3298,0.33458
4,Curv_CCW,0,0.01031,0.01285,0.0001,0.16521,0.332,0.659,11.25251,0.00993,0.01235,0.0001,0.15255,0.35,0.662,10.9776,0.01002,0.01234,0.0001,0.15231,0.333,0.678,11.24428,0.01024,0.01266,0.0001,0.16027,0.353,0.649,11.28683,0.01,0.01241,0.0001,0.15402,0.347,0.662,10.94633,0.00989,0.01226,0.0001,0.15031,0.382,0.656,11.40925,0.00995,0.01233,0.00011,0.15205,0.381,0.67,11.49077,0.00976,0.01216,0.0001,0.1479,0.357,0.657,11.31057,243.82438,242.1875,351.5625,0.0,3e-05,0.08255,260.34325,277.34375,457.03125,0.0,3e-05,0.08488,249.67283,246.09375,214.84375,0.0,3e-05,0.08324,248.48491,238.28125,191.40625,0.0,2e-05,0.0816,254.71329,261.71875,304.6875,0.0,2e-05,0.07866,250.34619,250.0,214.84375,0.0,3e-05,0.06035,244.27461,242.1875,46.875,0.0,3e-05,0.09151,259.81108,277.34375,312.5,0.0,3e-05,0.06559,0.342,0.34942,0.3461,0.33707,0.33651,0.35368,0.3591,0.32814,0.32752,0.32881,0.3188,0.34379,0.35908,0.33896,0.34941,0.32425,0.37142,0.33001,0.33816,0.31907,0.31671,0.33894,0.33507,0.36453,0.31392,0.33516,0.34606,0.32976
4,Curv_CCW,0,0.01176,0.01433,0.00011,0.2053,0.264,0.654,11.4567,0.01171,0.01415,0.0001,0.20016,0.284,0.643,11.18502,0.01148,0.01388,0.0001,0.19271,0.254,0.688,10.86078,0.01195,0.01471,0.00011,0.21642,0.25,0.642,11.17154,0.01169,0.01415,0.0001,0.20012,0.267,0.646,10.96489,0.01131,0.01384,0.00011,0.19164,0.291,0.658,11.48906,0.01163,0.01412,0.0001,0.19931,0.267,0.666,11.50947,0.01133,0.01395,0.00011,0.19462,0.294,0.647,11.75792,245.77879,246.09375,285.15625,0.0,3e-05,0.07688,249.7276,250.0,289.0625,0.0,3e-05,0.06578,242.39778,230.46875,453.125,0.0,3e-05,0.08824,243.44814,234.375,66.40625,0.0,3e-05,0.10008,248.37592,253.90625,484.375,0.0,2e-05,0.08888,247.56008,257.8125,265.625,0.0,3e-05,0.08326,254.49116,257.8125,292.96875,0.0,3e-05,0.07077,259.66217,277.34375,339.84375,0.0,3e-05,0.07373,0.36071,0.36355,0.33447,0.36147,0.36473,0.37059,0.33788,0.32722,0.29708,0.31997,0.33813,0.34558,0.34113,0.32351,0.33452,0.32782,0.30952,0.31175,0.33292,0.34507,0.32515,0.34422,0.32755,0.32359,0.35727,0.36866,0.3478,0.3485
4,Curv_CCW,0,0.01346,0.01595,0.0001,0.2544,0.182,0.649,11.27698,0.01383,0.01642,0.00011,0.26955,0.216,0.646,11.87355,0.01351,0.01596,0.0001,0.25465,0.184,0.679,10.87924,0.01351,0.01617,0.00011,0.26161,0.174,0.651,11.225,0.01341,0.01599,0.0001,0.25567,0.186,0.657,11.354,0.01345,0.01606,0.0001,0.25789,0.2,0.664,11.18207,0.01357,0.01615,0.0001,0.26078,0.172,0.646,11.15227,0.01339,0.01586,0.0001,0.25148,0.212,0.661,11.54653,241.08565,246.09375,54.6875,0.0,2e-05,0.06967,250.6106,246.09375,285.15625,0.0,3e-05,0.06629,242.65686,242.1875,93.75,0.0,2e-05,0.09611,244.89743,242.1875,496.09375,0.0,3e-05,0.09122,259.3668,261.71875,496.09375,0.0,3e-05,0.07252,248.11018,246.09375,429.6875,0.0,3e-05,0.0892,252.62733,250.0,89.84375,0.0,3e-05,0.06976,261.9949,269.53125,218.75,0.0,3e-05,0.08705,0.36086,0.35867,0.34411,0.32719,0.33377,0.36108,0.33259,0.35181,0.34837,0.34615,0.34342,0.30647,0.33363,0.33328,0.3558,0.34092,0.33895,0.33045,0.32337,0.35793,0.34812,0.36493,0.38291,0.34905,0.32023,0.3504,0.33965,0.3283
4,Curv_CCW,0,0.01545,0.01779,9e-05,0.31662,0.116,0.653,11.07756,0.016,0.01848,0.0001,0.34143,0.125,0.663,11.492,0.01558,0.01793,0.0001,0.32133,0.142,0.677,11.16987,0.01558,0.01801,0.0001,0.3245,0.121,0.651,11.03753,0.01574,0.0184,0.00011,0.33854,0.12,0.661,11.45765,0.0158,0.01831,0.0001,0.33523,0.148,0.677,11.53898,0.01564,0.01814,0.00011,0.32915,0.134,0.618,11.0865,0.01554,0.01794,0.0001,0.32189,0.126,0.669,11.28767,264.41833,277.34375,296.875,0.0,2e-05,0.07523,254.64289,261.71875,82.03125,0.0,3e-05,0.06892,259.30967,265.625,488.28125,0.0,2e-05,0.08887,249.98035,242.1875,148.4375,0.0,2e-05,0.07973,239.1567,242.1875,93.75,0.0,3e-05,0.07371,263.00575,273.4375,375.0,0.0,3e-05,0.07783,237.74248,226.5625,195.3125,0.0,3e-05,0.07077,243.52415,234.375,386.71875,0.0,3e-05,0.08814,0.33542,0.35427,0.35851,0.35532,0.33576,0.34667,0.31361,0.3484,0.35377,0.30423,0.33524,0.31374,0.35158,0.33472,0.33449,0.34982,0.34197,0.33918,0.32557,0.3392,0.32938,0.32845,0.35146,0.3153,0.33062,0.35486,0.333,0.37445
4,Curv_CCW,0,0.01791,0.02032,0.0001,0.41306,0.074,0.647,11.2955,0.01803,0.02051,0.00011,0.42078,0.064,0.668,11.53643,0.01773,0.0199,9e-05,0.39608,0.082,0.679,10.97287,0.01817,0.02055,0.0001,0.42224,0.066,0.665,11.22482,0.01826,0.02081,0.00011,0.43288,0.07,0.653,11.46425,0.01805,0.02044,0.00011,0.41763,0.096,0.67,11.62696,0.01784,0.02022,0.00011,0.40901,0.082,0.647,11.382,0.01791,0.02024,0.0001,0.4096,0.081,0.68,11.55032,242.54593,242.1875,11.71875,0.0,3e-05,0.07748,252.30068,253.90625,207.03125,0.0,3e-05,0.0798,249.75017,246.09375,335.9375,0.0,2e-05,0.08228,261.00593,246.09375,417.96875,0.0,3e-05,0.07734,234.30048,226.5625,109.375,0.0,3e-05,0.07801,258.2373,261.71875,496.09375,0.0,3e-05,0.07139,238.91519,238.28125,242.1875,0.0,3e-05,0.07753,254.17419,253.90625,359.375,0.0,3e-05,0.08374,0.35823,0.36077,0.36202,0.3508,0.34891,0.34497,0.36509,0.33848,0.3588,0.34435,0.3273,0.34449,0.37637,0.36574,0.36084,0.35054,0.35493,0.30526,0.31581,0.32717,0.3313,0.3171,0.36516,0.34842,0.35301,0.3368,0.34005,0.33486
4,Curv_CCW,0,0.02061,0.02287,0.00011,0.52316,0.042,0.65,11.11362,0.02024,0.02255,0.00011,0.50865,0.046,0.667,11.57734,0.02017,0.02225,0.0001,0.49501,0.04,0.661,11.0308,0.02074,0.02304,0.00011,0.5307,0.038,0.664,11.47387,0.02059,0.0229,0.00011,0.52435,0.042,0.652,11.70226,0.0202,0.02246,0.00011,0.50455,0.043,0.678,11.47432,0.02037,0.0225,0.0001,0.50622,0.054,0.678,11.34085,0.02049,0.02264,0.0001,0.5126,0.056,0.674,11.55593,238.74154,234.375,402.34375,0.0,3e-05,0.10439,252.09596,253.90625,199.21875,0.0,3e-05,0.0844,261.9769,273.4375,285.15625,0.0,2e-05,0.09305,253.44034,253.90625,289.0625,0.0,3e-05,0.07159,245.57694,246.09375,175.78125,0.0,3e-05,0.06502,251.53134,253.90625,85.9375,0.0,3e-05,0.08079,247.76255,246.09375,292.96875,0.0,3e-05,0.08133,256.93147,253.90625,484.375,0.0,3e-05,0.07661,0.32643,0.36219,0.35145,0.33776,0.33808,0.34106,0.34486,0.33038,0.35475,0.34234,0.32336,0.34376,0.33961,0.36895,0.34192,0.32529,0.34007,0.34214,0.385,0.32479,0.32686,0.34845,0.33831,0.3009,0.37101,0.32691,0.33413,0.36576
4,Curv_CCW,0,0.02289,0.02496,0.0001,0.62324,0.026,0.662,10.98992,0.0226,0.02461,0.0001,0.60562,0.026,0.66,11.19247,0.02271,0.02471,0.0001,0.6108,0.018,0.669,11.00379,0.0226,0.02479,0.00011,0.61478,0.032,0.648,11.5737,0.02302,0.02514,0.00011,0.63211,0.02,0.657,11.68828,0.02248,0.0245,0.0001,0.60035,0.024,0.675,11.24082,0.02297,0.02501,0.0001,0.62573,0.026,0.674,11.07458,0.02276,0.02485,0.0001,0.61738,0.036,0.652,11.40402,243.29689,246.09375,15.625,0.0,3e-05,0.11105,250.66331,242.1875,144.53125,0.0,3e-05,0.07239,248.32502,250.0,191.40625,0.0,2e-05,0.10422,249.14789,253.90625,285.15625,0.0,3e-05,0.07311,254.28269,257.8125,238.28125,0.0,3e-05,0.06477,250.91538,250.0,23.4375,0.0,2e-05,0.10546,243.62836,234.375,85.9375,0.0,3e-05,0.06386,247.43491,242.1875,242.1875,0.0,3e-05,0.08545,0.31916,0.36608,0.33493,0.31674,0.34128,0.35535,0.34544,0.33983,0.33126,0.35571,0.31038,0.32569,0.36161,0.354,0.34642,0.30498,0.35221,0.35592,0.36354,0.35339,0.31673,0.34121,0.34399,0.35587,0.36365,0.33118,0.34009,0.34075
4,Curv_CCW,0,0.025,0.02693,0.0001,0.72519,0.014,0.674,11.26051,0.02494,0.02685,0.0001,0.72105,0.014,0.641,11.07459,0.0245,0.0264,0.0001,0.69688,0.008,0.69,11.14402,0.02511,0.02713,0.00011,0.73591,0.016,0.648,11.32499,0.02518,0.02711,0.0001,0.73487,0.004,0.669,11.48029,0.02518,0.02713,0.00011,0.73615,0.016,0.662,11.56404,0.02556,0.02753,0.00011,0.75811,0.006,0.66,11.2936,0.02499,0.02683,0.0001,0.71986,0.02,0.674,11.42456,252.53177,250.0,476.5625,0.0,3e-05,0.07137,250.9647,246.09375,410.15625,0.0,3e-05,0.0803,253.83017,257.8125,445.3125,0.0,3e-05,0.09053,245.8029,238.28125,54.6875,0.0,3e-05,0.06339,260.7545,277.34375,402.34375,0.0,2e-05,0.09552,263.00122,269.53125,425.78125,0.0,2e-05,0.0867,252.39836,250.0,85.9375,0.0,3e-05,0.05417,256.77185,257.8125,347.65625,0.0,3e-05,0.08674,0.33443,0.31002,0.33432,0.37132,0.34436,0.34534,0.37875,0.33209,0.33451,0.29884,0.33911,0.32226,0.32603,0.32083,0.32943,0.33046,0.32878,0.35587,0.33593,0.34494,0.32429,0.31202,0.30533,0.33218,0.3325,0.35532,0.33108,0.34862
4,Curv_CCW,0,0.02712,0.02888,0.0001,0.83381,0.004,0.674,11.35683,0.02756,0.02943,0.00011,0.86621,0.014,0.638,11.36739,0.02714,0.02895,0.0001,0.83831,0.002,0.666,10.99686,0.02784,0.02954,0.0001,0.8728,0.006,0.642,10.91181,0.02737,0.02916,0.0001,0.85009,0.002,0.676,11.45283,0.0275,0.02929,0.0001,0.85801,0.006,0.665,11.37104,0.02844,0.03015,0.0001,0.90874,0.002,0.672,11.03547,0.02741,0.02912,0.0001,0.8478,0.006,0.669,11.30515,254.14357,246.09375,382.8125,0.0,2e-05,0.06023,234.33659,218.75,46.875,0.0,3e-05,0.08901,254.20097,265.625,445.3125,0.0,2e-05,0.09001,235.50074,218.75,308.59375,0.0,3e-05,0.083,258.50161,257.8125,234.375,0.0,2e-05,0.07434,257.46393,253.90625,441.40625,0.0,3e-05,0.05907,242.35647,250.0,89.84375,0.0,3e-05,0.07809,265.1411,285.15625,382.8125,0.0,2e-05,0.08084,0.33175,0.34736,0.32986,0.31706,0.35891,0.34386,0.32359,0.3445,0.36663,0.34085,0.32577,0.34065,0.37053,0.32861,0.3554,0.33053,0.3538,0.32787,0.34532,0.31402,0.36348,0.33017,0.32118,0.32477,0.35781,0.34249,0.30717,0.33372
4,Curv_CCW,0,0.02904,0.03078,0.0001,0.94722,0.004,0.67,11.66638,0.03021,0.03203,0.00011,1.02582,0.006,0.652,11.80806,0.03024,0.03183,0.0001,1.01329,0.0,0.654,10.98519,0.03016,0.03178,0.0001,1.01002,0.004,0.641,11.35595,0.03024,0.03197,0.00011,1.02216,0.002,0.692,12.03029,0.02961,0.03116,0.0001,0.97093,0.002,0.655,10.81213,0.03046,0.03209,0.0001,1.03002,0.004,0.665,11.29587,0.02955,0.03123,0.0001,0.97557,0.008,0.656,11.16767,247.42241,242.1875,285.15625,0.0,3e-05,0.075,250.30387,253.90625,265.625,0.0,3e-05,0.06516,243.93685,238.28125,58.59375,0.0,2e-05,0.08551,249.46822,242.1875,273.4375,0.0,3e-05,0.06636,268.71144,269.53125,398.4375,0.0,3e-05,0.07298,251.16071,242.1875,445.3125,0.0,2e-05,0.07872,242.64431,234.375,54.6875,0.0,3e-05,0.08567,247.34613,257.8125,82.03125,0.0,2e-05,0.10402,0.32544,0.33662,0.33758,0.35032,0.34151,0.34936,0.34405,0.31467,0.34054,0.3372,0.34106,0.31064,0.36158,0.34392,0.32024,0.34784,0.30634,0.33132,0.33138,0.36246,0.34559,0.34304,0.33222,0.3349,0.33684,0.34556,0.38091,0.37529
4,Curv_CCW,0,0.03229,0.03395,0.00011,1.15293,0.002,0.672,11.93286,0.03287,0.03446,0.00011,1.18729,0.0,0.64,11.21038,0.03264,0.03416,0.0001,1.16691,0.0,0.67,11.39315,0.03292,0.03442,0.0001,1.18497,0.004,0.644,11.3208,0.03265,0.03428,0.00011,1.17483,0.0,0.666,12.02191,0.03256,0.03409,0.0001,1.16182,0.002,0.67,10.98799,0.03183,0.03341,0.0001,1.1162,0.004,0.648,11.11242,0.03188,0.03343,0.0001,1.11779,0.006,0.674,11.35362,263.44737,265.625,242.1875,0.0,3e-05,0.06584,233.74135,234.375,19.53125,0.0,3e-05,0.08889,257.18073,253.90625,230.46875,0.0,3e-05,0.06637,254.77673,253.90625,332.03125,0.0,3e-05,0.06688,258.96028,253.90625,210.9375,0.0,3e-05,0.05133,255.91404,253.90625,179.6875,0.0,2e-05,0.0832,246.68775,238.28125,234.375,0.0,3e-05,0.0777,255.45865,261.71875,476.5625,0.0,3e-05,0.09665,0.35526,0.3285,0.33451,0.31716,0.34816,0.33103,0.36179,0.31756,0.34363,0.35484,0.32116,0.34577,0.34031,0.36557,0.34037,0.34914,0.33935,0.33673,0.33711,0.34765,0.35774,0.36137,0.3481,0.3788,0.32292,0.35329,0.34094,0.34938
